Brand,Family,"EDP / EDT / Set, etc.","Size, oz.",Retailer,Rating (5/5),# of reviews,"Review (after 06/19/2017, fragrances and gift sets only + DK deo)",Y/N (Reccom),Date,ExpectedTitle,Link
Michael Kors,Fabulous Rose Radiant Gold,EDP,3.4,Macy's,4.5,14,prior to 06/19/2017,-,7/9/2017,Fabulous Rose Radiant Gold,https://www.macys.com/shop/product/michael-kors-fabulous-rose-radiant-gold-eau-de-parfum-3.4-oz?ID=2268088
Tommy Hilfiger,Signature,EDT Spray,6.7,Macy's,4,6,prior to 06/19/2017,-,7/9/2017,Signature,https://www.macys.com/shop/product/tommy-hilfiger-eau-de-toilette-spray-6.7-oz?ID=2833233
Tommy Hilfiger,Tommy Girl,EDP Spray,3.4,Macy's,5,28,prior to 06/19/2018,-,7/9/2017,Tommy Girl,https://www.macys.com/shop/product/tommy-girl-3.4-oz.?ID=3336
Tory Burch,Signature,Gift Set,2-Pc.,Macy's,4,3,Smells good. The bottle is cute and the smell is great. I always have great complements from friends when I have it on.,Y,6/19/2017,Signature,https://www.macys.com/shop/product/tory-burch-2-pc.-signature-gift-set?ID=4375753
Tory Burch,Signature,Gift Set,3-Pc.,Macy's,5,4,prior to 06/19/2017,-,7/9/2017,Signature,https://www.macys.com/shop/product/tory-burch-3-pc.-signature-gift-set?ID=4477346
Tory Burch,Signature,EDP Refillable Travel Spray Set,,Macy's,4.5,3,prior to 06/19/2017,-,7/9/2017,Signature,https://www.macys.com/shop/product/tory-burch-eau-de-parfum-refillable-travel-spray-set?ID=1898693
Tory Burch,Love Relentlessly,Gift Set,3-Pc.,Macy's,-,0,-,N/A,7/9/2017,Love Relentlessly,https://www.macys.com/shop/product/tory-burch-3-pc.-love-relentlessly-gift-set?ID=4676238
Tory Burch,Love Relentlessly,Gift Set,3-Pc.,Macy's,5,11,"
LOVE LOVE! Absolutely great! Item received on time with nice perfume samples. As a result of a previous order I purchase this perfume.",Y,7/8/2017,Love Relentlessly,https://www.macys.com/shop/product/tory-burch-3-pc.-love-relentlessly-gift-set?ID=4440212
Tory Burch,Love Relentlessly,Gift Set,3-Pc.,Macy's,5,10,"Tory Burch Cologne Set. I purchased this as a gift and the recipient loved it!
I want to get one for myself.",Y,6/30/2017,Love Relentlessly,https://www.macys.com/shop/product/tory-burch-3-pc.-love-relentlessly-gift-set?ID=4440212
Tory Burch,Absolu,EDP,1.7,Nordstrom,5,10,"Smell of Soistication!
I absolutely love this scent! A great scent that can transition you from summer to fall/winter. It lasts all day long, with a fresh chic scent and little bit of boldness, spray more for a more intense aroma! I have received many compliments when I wear this fragrance. I highly recommend trying it!",N/A,7/1/2017,Absolu,http://shop.nordstrom.com/s/tory-burch-absolu-eau-de-parfum/4093585?origin=category-personalizedsort
Tory Burch,Absolu,Rollerball,0.2,Macy's,-,0,-,N/A,7/9/2017,Absolu,https://www.macys.com/shop/product/tory-burch-absolu-rollerball-0.2-oz?ID=2895944
Tory Burch,Absolu,Rollerball,0.2,Sephora,-,0,-,N/A,7/9/2017,Absolu,http://www.sephora.com/tory-burch-absolu-rollerball-P414625?skuId=1876648&icid2=products%20grid:p414625#pdp-reviews
Tory Burch,Absolu,EDP Spray,1.7,Sephora,4,38,prior to 06/19/2017,N/A,7/9/2017,Absolu,http://www.sephora.com/tory-burch-absolu-P400119?skuId=1756899&icid2=products%20grid:p400119
Tory Burch,Absolu,EDP Spray,3.4,Sephora,4,38,prior to 06/19/2017,N/A,7/9/2017,Absolu,http://www.sephora.com/tory-burch-absolu-P400119?skuId=1756899&icid2=products%20grid:p400119
Tory Burch,Bel Azur,EDP Spray,1.7,Sephora,5,2,"Perfect for Summer and the Beach. I love love love this. it reminds me of sunny days, wind in my hair, sand between my toes. pure relaxation. I prefer fresh fragrances with a spike a citrus. not too florally. Def my new favorite beach in a bottle!",N/A,7/5/2017,Bel Azur,http://www.sephora.com/tory-burch-bel-azur-P420534?skuId=1957372&icid2=products%20grid:p420534
Tory Burch,Bel Azur,EDP Spray,1.7,Sephora,1,1,"Disappointed. I was so excited about this new Tory Burch fragrance & couldn't wait to try it! Unfortunately, after receiving my bottle today, the first spray left me with a headache. This scent smells like men's cologne. It is overpowering. It reminds me of the original men's Polo cologne in the green bottle. Very disappointing as I love all of the other Tory Burch scents. This one will be returned.",N/A,7/3/2017,Bel Azur,http://www.sephora.com/tory-burch-bel-azur-P420534?skuId=1957372&icid2=products%20grid:p420534
Tory Burch,Bel Azur,EDP,1.7,Bloomingdales,-,0,-,N/A,7/9/2017,Bel Azur,https://www.bloomingdales.com/shop/product/tory-burch-bel-azur-eau-de-parfum-1.7-oz.?ID=2614951
Tory Burch,Bel Azur,EDP,3.4,Bloomingdales,-,0,-,N/A,7/9/2017,Bel Azur,https://www.bloomingdales.com/shop/product/tory-burch-bel-azur-eau-de-parfum-3.4-oz.?ID=2614950
Tory Burch,Bel Azur,EDP Spray,3.4,Sephora,1,1,"Disappointed. I was so excited about this new Tory Burch fragrance & couldn't wait to try it! Unfortunately, after receiving my bottle today, the first spray left me with a headache. This scent smells like men's cologne. It is overpowering. It reminds me of the original men's Polo cologne in the green bottle. Very disappointing as I love all of the other Tory Burch scents. This one will be returned.",N/A,7/3/2017,Bel Azur,http://www.sephora.com/tory-burch-bel-azur-P420534?skuId=1957372&icid2=products%20grid:p420534
Tory Burch,Bel Azur,Rollerball,0.2,Sephora,1,1,"confused. it says citrus and fruity and I usually love Tory Burch which made me by it online, but this is hands down floral. will be returning tomorrow.",N/A,7/7/2017,Bel Azur,http://www.sephora.com/tory-burch-bel-azur-rollerball-P420535?skuId=1953173&icid2=products%20grid:p420535
Tory Burch,Jolie Fleur Bleue,EDP Spray,1.7,Sephora,5,26,"Love it. Great scent. Received a sample and was convinced. Lasts, compatible with me, enjoyable.",N/A,6/24/2017,Jolie Fleur Bleue,http://www.sephora.com/tory-burch-jolie-fleur-bleue-P404276?skuId=1780154&icid2=products%20grid:p404276
Tory Burch,Jolie Fleur Bleue,EDP,1.7,Bloomingdales,-,0,-,N/A,7/9/2017,Jolie Fleur Bleue,https://www.bloomingdales.com/shop/product/tory-burch-jolie-fleur-blue-eau-de-parfum?ID=1567268
Tory Burch,Absolu,EDP Spray,3.4,Macy's,4,5,prior to 06/19/2017,-,7/9/2017,Absolu,https://www.macys.com/shop/product/tory-burch-absolu-eau-de-parfum-spray-3.4-oz?ID=2622217
Tory Burch,Jolie Fleur Bleue,Rollerball,,Macy's,5,5,"Nice scent for the Spring! I had never bought the first Tory Burch fragrance when it came out. I had other perfumes in my mind to buy like the New York Bond's No. 9 in Liberty Island. However, when Tory Burch launched her spring collection, I became curious and had to try them. I got all three in a sample set with a Sephora purchase. Jolie Fleur Bleue became an instant favorite, so I purchased it. Since then, I also fell in love with the Lavendar scent too! I really like the others too and will purchase them in the future.",,7/4/2017,Jolie Fleur Bleue,https://www.macys.com/shop/product/tory-burch-jolie-fleur-bleue-rollerball?ID=2862818
Tory Burch,Jolie Fleur Verte,Collection,n/a,Bloomingdales,-,,-,N/A,7/9/2017,Jolie Fleur Verte,https://www.bloomingdales.com/shop/product/tory-burch-jolie-fleur-collection?ID=1582906
Tory Burch,Absolu,EDP,3.4,Nordstrom,5,10,"Smell of Soistication!
I absolutely love this scent! A great scent that can transition you from summer to fall/winter. It lasts all day long, with a fresh chic scent and little bit of boldness, spray more for a more intense aroma! I have received many compliments when I wear this fragrance. I highly recommend trying it!",N/A,7/1/2017,Absolu,http://shop.nordstrom.com/s/tory-burch-absolu-eau-de-parfum/4093585?origin=category-personalizedsort
Tory Burch,Jolie Fleur Lavande,EDP Spray,1.7,Nordstrom,-,0,-,N/A,7/9/2017,Jolie Fleur Lavande,http://shop.nordstrom.com/s/tory-burch-jolie-fleur-lavande-eau-de-parfum-spray/4595839?origin=category-personalizedsort
Tory Burch,Jolie Fleur Bleue,EDP Spray,3.4,Sephora,4,26,"Love it. Great scent. Received a sample and was convinced. Lasts, compatible with me, enjoyable.",N/A,6/24/2017,Jolie Fleur Bleue,http://www.sephora.com/tory-burch-jolie-fleur-bleue-P404276?skuId=1780154&icid2=products%20grid:p404276
Tory Burch,Jolie Fleur Bleue,Rollerball,0.2,Sephora,4,11,prior to 06/19/2017,N/A,7/9/2017,Jolie Fleur Bleue,http://www.sephora.com/tory-burch-jolie-fleur-bleue-rollerball-P404282?skuId=1780170&icid2=products%20grid:p404282
Tory Burch,Jolie Fleur Lavande,Rollerball,0.2,Sephora,5,6,LOVE. I don't know why the bad reviews I absolutely love this fragrance. it's light and perfect for everyday. and very much smells like lavender and doesn't smell like old lady Like others say.,N/A,7/4/2017,Jolie Fleur Lavande,http://www.sephora.com/tory-burch-jolie-fleur-lavande-rollerball-P416837?skuId=1914910&icid2=products%20grid:p416837
Tory Burch,Jolie Fleur Lavande,EDP Spray,1.7,Sephora,4,23,prior to 06/19/2017,N/A,7/9/2017,Jolie Fleur Lavande,http://www.sephora.com/tory-burch-jolie-fleur-lavande-P416838?skuId=1914902&icid2=products%20grid:p416838
Tory Burch,Jolie Fleur Lavande,EDP Spray,3.4,Sephora,4,23,prior to 06/19/2017,N/A,7/9/2017,Jolie Fleur Lavande,http://www.sephora.com/tory-burch-jolie-fleur-lavande-P416838?skuId=1914902&icid2=products%20grid:p416838
Tory Burch,Jolie Fleur Verte,Rollerball,0.2,Sephora,5,16,"Delicious! This scent is so perfect for someone who doesn't want a super sweet or floral scent. It is just subtle enough! I wish it were a spray, but other than that it's perfect!",N/A,7/9/2017,Jolie Fleur Verte,http://www.sephora.com/tory-burch-jolie-fleur-verte-rollerball-P404280?skuId=1780162&icid2=products%20grid:p404280
Tory Burch,Jolie Fleur Bleue,EDP,3.4,Macy's,5,5,prior to 06/19/2017,-,7/9/2017,Jolie Fleur Bleue,https://www.macys.com/shop/product/tory-burch-jolie-fleur-bleue-eau-de-parfum-3.4-oz?ID=2839580
Tory Burch,Jolie Fleur Bleue,Gift Set,2-Pc.,Macy's,5,1,prior to 06/19/2017,-,7/9/2017,Jolie Fleur Bleue,https://www.macys.com/shop/product/tory-burch-2-pc.-jolie-fleur-bleue-gift-set?ID=4439243
Tory Burch,Jolie Fleur Verte,EDP Spray,1.7,Sephora,4,51,prior to 06/19/2017,N/A,7/9/2017,Jolie Fleur Verte,http://www.sephora.com/tory-burch-jolie-fleur-verte-P404274?skuId=1780139&icid2=products%20grid:p404274
Tory Burch,Jolie Fleur Verte,EDP Spray,3.4,Sephora,4,51,prior to 06/19/2017,N/A,7/9/2017,Jolie Fleur Verte,http://www.sephora.com/tory-burch-jolie-fleur-verte-P404274?skuId=1780139&icid2=products%20grid:p404274
Tory Burch,Jolie Fleur Rose,EDP Spray,1,Sephora,4,25,prior to 06/19/2017,N/A,7/9/2017,Jolie Fleur Rose,http://www.sephora.com/tory-burch-jolie-fleur-rose-P404267?skuId=1780113&icid2=products%20grid:p404267
Tory Burch,Jolie Fleur Rose,EDP Spray,1.7,Sephora,4,25,prior to 06/19/2017,N/A,7/9/2017,Jolie Fleur Rose,http://www.sephora.com/tory-burch-jolie-fleur-rose-P404267?skuId=1780113&icid2=products%20grid:p404267
Tory Burch,Jolie Fleur Rose,Rollerball,0.2,Sephora,4,15,prior to 06/19/2017,N/A,7/9/2017,Jolie Fleur Rose,http://www.sephora.com/tory-burch-jolie-fleur-rose-rollerball-P404278?skuId=1780238&icid2=products%20grid:p404278
Tory Burch,Jolie Fleur,Mini Travel Spray Set,3-Pc.,Sephora,4,20,prior to 06/19/2017,N/A,7/9/2017,Jolie Fleur,http://www.sephora.com/Jolie%20Fleur%20Mini%20Travel%20Spray%20Set/jolie-fleur-mini-travel-spray-set-P409730?skuId=1830124&icid2=products%20grid:p409730
Tory Burch,Love Relentlessly,EDP Spray,1.7,Sephora,3,130,"Meh...didn't exactly smell floral or sweet. I tried this perfume on at the Sephora store. It didn't exactly smell ""floral"" sprayed onto the paper or on my body. The scent was not what I was expecting and didn't work well with my body chemistry. Glad that I tried it in store because I was thinking about buying it. The bottle itself is pretty though.",N/A,6/25/2017,Love Relentlessly,http://www.sephora.com/love-relentlessly-P48696122?skuId=1887553&icid2=products%20grid%3Ap48696122
Tory Burch,Love Relentlessly,EDP Spray,1.7,Sephora,5,129,"Really fragrant! I actually really like this fragrance. Im a sucker for perfumes & enjoy trying different ones on to match my skin. Perfumes are soo subjective that they're difficult to review, however, I like this one so much that I decided to leave a review on it. The notes are hard to describe when someone smells me, but I can smell this perfume on me & that's what makes it great!!! Like other reviewers have stated, it lasts too, which is awesome. How many synthetic fragrances out there don't last?? I'm always looking for a scent that matches my skin/chemistry & this is IT!!!",N/A,6/24/2017,Love Relentlessly,http://www.sephora.com/love-relentlessly-P48696122?skuId=1887553&icid2=products%20grid%3Ap48696122
Tory Burch,Love Relentlessly,EDP Spray,1.7,Ulta,5,79,Love the Love Not my usual floral but I love it,Y,6/29/2017,Love Relentlessly,http://www.ulta.com/love-relentlessly-eau-de-parfum?productId=xlsImpprod15301035&sku=2502142&_requestid=14082250
Tory Burch,Love Relentlessly,EDP Spray,1.7,Ulta,5,78,My new favorite and go to Love this for everyday...waited to use my 20% off because i was reluctant to buy with the high price..worth every penny! Need to grab the rollerball for my purse,Y,6/28/2017,Love Relentlessly,http://www.ulta.com/love-relentlessly-eau-de-parfum?productId=xlsImpprod15301035&sku=2502142&_requestid=14082250
Tory Burch,Love Relentlessly,EDP Spray,1.7,Ulta,5,77,The scent catches everyone for attention!!! This is my calm scent for the day.,Y,6/27/2017,Love Relentlessly,http://www.ulta.com/love-relentlessly-eau-de-parfum?productId=xlsImpprod15301035&sku=2502142&_requestid=14082250
Tory Burch,Love Relentlessly,Gift Set,3-Pc.,Ulta,5,7,Love love. Awesome gift set,Y,7/2/2017,Love Relentlessly,http://www.ulta.com/love-relentlessly-gift-set?productId=xlsImpprod15861221
Tory Burch,Love Relentlessly,EDP Spray,3.4,Macy's,5,13,prior to 06/19/2017,-,7/9/2017,Love Relentlessly,https://www.macys.com/shop/product/tory-burch-love-relentlessly-eau-de-parfum-spray-3.4-oz?ID=4358279
Tory Burch,Love Relentlessly,Rollerball,,Macy's,4,5,prior to 06/19/2017,-,7/9/2017,Love Relentlessly,https://www.macys.com/shop/product/tory-burch-love-relentlessly-rollerball?ID=4372251
Tory Burch,Signature,EDP,1.7,Macy's,5,19,Love! I recently had gotten a sample of this in a gift bag and it smells amazing. I decided to buy it! Usually takes me some time to purchase perfume but this was hands down awesome!,Y,6/23/2017,Signature,https://www.macys.com/shop/product/tory-burch-eau-de-parfum-1.7-oz?ID=1877013
Tory Burch,Signature,EDP,3.4,Ulta,5,3,Awesome. I've received so many compliments on how good I smell. My new favorite perfume,Y,7/9/2017,Signature,http://www.ulta.com/tory-burch-eau-de-parfum?productId=xlsImpprod16231017
Tory Burch,Signature,EDP,1.7,Ulta,5,2,Amazing summer scent I always always ALWAYS get compliments when I wear this perfume. Perfect for the summer months and it is more of a summery scent. Lasts all day,Y,6/22/2017,Signature,http://www.ulta.com/tory-burch-eau-de-parfum?productId=xlsImpprod16231017
Tory Burch,Love Relentlessly,EDP Spray,1,Sephora,4,130,prior to 06/19/2017,N/A,7/9/2017,Love Relentlessly,http://www.sephora.com/love-relentlessly-P48696122?skuId=1887553&icid2=products%20grid:p48696122
Tory Burch,Love Relentlessly,EDP Spray,3.4,Sephora,4,130,prior to 06/19/2017,N/A,7/9/2017,Love Relentlessly,http://www.sephora.com/love-relentlessly-P48696122?skuId=1887553&icid2=products%20grid:p48696122
Tory Burch,Love Relentlessly,Rollerball,0.2,Sephora,3.5,12,prior to 06/19/2017,N/A,7/9/2017,Love Relentlessly,http://www.sephora.com/love-relentlessly-rollerball-P414624?skuId=1887579&icid2=products%20grid:p414624
Tory Burch,Love Relentlessly,Gift Set,3-Pc.,Sephora,5,1,prior to 06/19/2017,N/A,7/9/2017,Love Relentlessly,http://www.sephora.com/love-relentlessly-gift-set-P417833?skuId=1914936&icid2=products%20grid:p417833
Tory Burch,Signature,Gift Set,3-Pc.,Sephora,-,0,-,N/A,7/9/2017,Signature,http://www.sephora.com/tory-burch-signature-gift-set-P417834?skuId=1914928&icid2=products%20grid:p417834
Tory Burch,Love Relentlessly,EDP Spray,3.4,Bloomingdales,4,4,prior to 06/19/2017,N/A,7/9/2017,Love Relentlessly,https://www.bloomingdales.com/shop/product/tory-burch-love-relentlessly-eau-de-parfum-3.4-oz.?ID=2413977
Tory Burch,Love Relentlessly,Rollerball,0.28,Bloomingdales,4,4,prior to 06/19/2017,N/A,7/9/2017,Love Relentlessly,https://www.bloomingdales.com/shop/product/tory-burch-love-relentlessly-eau-de-parfum-rollerball-0.28-oz.?ID=2413979
Tory Burch,Signature,EDP Spray,3.4,Bloomingdales,4,19,prior to 06/19/2017,N/A,7/9/2017,Signature,https://www.bloomingdales.com/shop/product/tory-burch-eau-de-parfum-spray-3.4-oz.?ID=786569
Tory Burch,Signature,EDP Spray,1.7,Bloomingdales,4,19,prior to 06/19/2017,N/A,7/9/2017,Signature,https://www.bloomingdales.com/shop/product/tory-burch-eau-de-parfum-spray-1.7-oz.?ID=786570
Tory Burch,Signature,EDP,3.4,Macy's,5,35,prior to 06/19/2017,-,7/9/2017,Signature,https://www.macys.com/shop/product/tory-burch-eau-de-parfum-3.4-oz?ID=1877012
Tory Burch,Signature,EDP Rollerball,0.2,Macy's,5,26,prior to 06/19/2017,-,7/9/2017,Signature,https://www.macys.com/shop/product/tory-burch-eau-de-parfum-rollerball-0.2-oz?ID=2376754
Tory Burch,Signature,EDP Spray,1,Sephora,4,356,prior to 06/19/2017,N/A,7/9/2017,Signature,http://www.sephora.com/tory-burch-P384967?skuId=1574755&icid2=products%20grid:p384967
Tory Burch,Signature,EDP Spray,1.7,Sephora,4,356,prior to 06/19/2017,N/A,7/9/2017,Signature,http://www.sephora.com/tory-burch-P384967?skuId=1574755&icid2=products%20grid:p384967
Tory Burch,Signature,EDP Spray,3.4,Sephora,4,356,prior to 06/19/2017,N/A,7/9/2017,Signature,http://www.sephora.com/tory-burch-P384967?skuId=1574755&icid2=products%20grid:p384967
Tory Burch,Signature,Rollerball,0.2,Sephora,5,181,Absolutely obsessed with this sent. Stays on all day and always receive compliments on it.,N/A,7/12/2017,Signature,http://www.sephora.com/tory-burch-rollerball-P384971?skuId=1585561&icid2=products%20grid:p384971
Tory Burch,Signature,Rollerball,0.2,Sephora,4,180,prior to 06/19/2017,N/A,7/9/2017,Signature,http://www.sephora.com/tory-burch-rollerball-P384971?skuId=1585561&icid2=products%20grid:p384971
Tory Burch,Signature,Mini Duo,0.48,Sephora,4.5,73,prior to 06/19/2017,N/A,7/9/2017,Signature,http://www.sephora.com/tory-burch-mini-duo-P400568?skuId=1744960&icid2=products%20grid:p400568
Tory Burch,Jolie Fleur Lavande,EDP Spray,3.4,Nordstrom,-,0,-,N/A,7/9/2017,Jolie Fleur Lavande,http://shop.nordstrom.com/s/tory-burch-jolie-fleur-lavande-eau-de-parfum-spray/4595839?origin=category-personalizedsort
Tory Burch,Jolie Fleur Lavande,Rollerball,0.2,Nordstrom,4,3,prior to 6/19/2017,N/A,7/9/2017,Jolie Fleur Lavande,http://shop.nordstrom.com/s/tory-burch-jolie-fleur-lavande-eau-de-parfum-rollerball/4595838?origin=category-personalizedsort
Tory Burch,Signature,EDP Spray,1,Nordstrom,5,153,prior to 6/19/2017,N/A,7/9/2017,Signature,http://shop.nordstrom.com/s/tory-burch-eau-de-parfum-spray/3678339?origin=category-personalizedsort
Tory Burch,Signature,EDP Spray,1.7,Nordstrom,5,153,prior to 6/19/2017,N/A,7/9/2017,Signature,http://shop.nordstrom.com/s/tory-burch-eau-de-parfum-spray/3678339?origin=coordinating-3678339-0-1-PDP_1-recbot-frequently_viewed_v3_2&recs_placement=PDP_1&recs_strategy=frequently_viewed_v3_2&recs_source=recbot&recs_page_type=product
Tory Burch,Signature,EDP Spray,3.4,Nordstrom,5,153,prior to 6/19/2017,N/A,7/9/2017,Signature,http://shop.nordstrom.com/s/tory-burch-eau-de-parfum-spray/3678339?origin=coordinating-3678339-0-1-PDP_1-recbot-frequently_viewed_v3_2&recs_placement=PDP_1&recs_strategy=frequently_viewed_v3_2&recs_source=recbot&recs_page_type=product
Tory Burch,Signature,Rollerball,0.2,Nordstrom,5,157,prior to 6/19/2017,N/A,7/9/2017,Signature,http://shop.nordstrom.com/s/tory-burch-eau-de-parfum-rollerball/3678363?origin=category-personalizedsort
Tory Burch,Love Relentlessly,EDP Spray,3.4,Nordstrom,5,3,Perfection! Love this perfume! I receive compliments every time I wear it!,N/A,7/7/2017,Love Relentlessly,http://shop.nordstrom.com/s/tory-burch-love-relentlessly-eau-de-parfum-spray/4492245?origin=category-personalizedsort
Tory Burch,Love Relentlessly,Rollerball,0.28,Nordstrom,-,0,-,N/A,7/9/2017,Love Relentlessly,http://shop.nordstrom.com/s/tory-burch-love-relentlessly-eau-de-parfum-rollerball/4492258?origin=category-personalizedsort
Tory Burch,Jolie Fleur Verte,EDP Spray,1.7,Nordstrom,5,1,prior to 06/19/2017,N/A,7/9/2017,Jolie Fleur Verte,http://shop.nordstrom.com/s/tory-burch-jolie-fleur-verte-eau-de-parfum-spray/4216175?origin=category-personalizedsort
Tory Burch,Jolie Fleur Verte,EDP Spray,3.4,Nordstrom,5,1,prior to 06/19/2017,N/A,7/9/2017,Jolie Fleur Verte,http://shop.nordstrom.com/s/tory-burch-jolie-fleur-verte-eau-de-parfum-spray/4216175?origin=category-personalizedsort
Tory Burch,Jolie Fleur Rose,EDP Spray,1.7,Nordstrom,3,4,prior to 06/19/2017,N/A,7/9/2017,Jolie Fleur Rose,http://shop.nordstrom.com/s/tory-burch-jolie-fleur-rose-eau-de-parfum-spray/4216179?origin=category-personalizedsort
Tory Burch,Jolie Fleur Rose,EDP Spray,3.4,Nordstrom,3,4,prior to 06/19/2017,N/A,7/9/2017,Jolie Fleur Rose,http://shop.nordstrom.com/s/tory-burch-jolie-fleur-rose-eau-de-parfum-spray/4216179?origin=category-personalizedsort
Tory Burch,Jolie Fleur Bleue,EDP Spray,1.7,Nordstrom,3,1,prior to 06/19/2017,N/A,7/9/2017,Jolie Fleur Bleue,http://shop.nordstrom.com/s/tory-burch-jolie-fleur-bleue-eau-de-parfum-spray/4216171?origin=category-personalizedsort
Tory Burch,Jolie Fleur Bleue,EDP Spray,3.4,Nordstrom,3,1,prior to 06/19/2017,N/A,7/9/2017,Jolie Fleur Bleue,http://shop.nordstrom.com/s/tory-burch-jolie-fleur-bleue-eau-de-parfum-spray/4216171?origin=category-personalizedsort
